ACID,name,link,shop_name,price,operation,level,frequency,purify,Type,CWType,horse,good_func,apply_space,Featured,statu,Set_type,apply_house,duct_form,brand,wind_position,NO_drainage,min_height,cost,user_preference,CommentCountStr,AverageScore,GoodCountStr,GeneralCountStr,PoorCountStr,GoodRate
10107643368821,AMCOR空调1.5匹变频冷暖一级能效空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 2匹 套装 冷暖【全铜管】 JD基础安装,//item.jd.com/10107643368821.html,佳音电器专营店,2290.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,2匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,70+,0,3,0.96
10043751636556,荣事达（Royalstar）KFRd-26GW/RACL10+B5,//item.jd.com/10043751636556.html,荣事达飞翔专卖店,1329.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,200+,5,20+,1,2,0.9
100049780082,统帅KFR-50GW/18MDA81TU1,//item.jd.com/100049780082.html,京诚家电京东自营专区,2769.00,键控/遥控，APP操控,一级能效,变频,除菌,立柜式,冷暖,2匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,统帅（Leader）,#,#,#,#,#,2万+,5,8900+,20+,100+,0.98
10095795755353,月兔2匹大挂机空调  宽886mm；高375mm；深600mm,//item.jd.com/10095795755353.html,月兔空调旗舰店,2508.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大2匹,#,#,#,#,#,#,#,月兔,#,#,#,#,#,9,5,2,0,0,1.0
10101786063894,奥克斯（AUX）KFR-35GW/BpR3DQJ1(B1）,//item.jd.com/10101786063894.html,奥克斯空调旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,大1.5匹,电辅加热，智能调节，自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,500+,5,400+,1,3,0.99
10048608808794,深松空调挂机冷暖两用大1匹单冷家用卧室壁挂式空调2匹定频1.5P一级能效变频节能省电客厅空调出租 大1.5匹 套装 冷暖全铜管无安装,//item.jd.com/10048608808794.html,深松空调旗舰店,1299.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大5匹,#,#,#,#,#,#,#,深松,#,#,#,#,#,1万+,5,4400+,2,2,0.99
10109181297156,JHSKF-25GW/PBCA-R5,//item.jd.com/10109181297156.html,JHS电器旗舰店,1096.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,JHS,#,#,#,#,#,0,5,0,0,0,1.0
10102430254397,申花（SHENHUA）KF-25GW/C7-1SH,//item.jd.com/10102430254397.html,空调厂里批发小店,1499.00,#,五级能效,定频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,100+,5,100+,2,0,0.98
10096512300335,荣事达（Royalstar）KF-26GW/RACL10+B5,//item.jd.com/10096512300335.html,乐彩电器专营店,999.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,82,5,9,0,1,0.9
10103858445661,艾喜仕1,//item.jd.com/10103858445661.html,汇天宏电器专营店,1579.85,键控/遥控,一级能效,变频,#,立柜式,单冷,大1.5匹,#,#,#,#,#,#,#,艾喜仕,#,#,#,#,#,0,5,0,0,0,1.0
10098286978288,海尔（Haier）KFR-26GW/B1KPB81U1,//item.jd.com/10098286978288.html,海尔海迅专卖店,1799.00,键控/遥控，APP操控,五级能效,定频,#,壁挂式,单冷,大1匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,1000+,5,400+,0,0,1.0
100018015928,小米KFR-51LW/N1A1,//item.jd.com/100018015928.html,小米京东自营旗舰店,3999.00,APP操控,一级能效,变频,抗菌,立柜式,冷暖,2匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,舒适风,20万+,5,14万+,200+,800+,0.99
10065188302813,YAIRGLRd72Q2M3f-3,//item.jd.com/10065188302813.html,福斯特电器专营店,3599.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,大3匹,静音设计，独立除湿,#,#,#,#,#,#,YAIR,#,#,#,#,#,100+,5,40+,0,1,0.98
10078752076740,美的（Midea）KFR-26GW/N8XHC1,//item.jd.com/10078752076740.html,小天鹅冰箱洗衣机旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2000+,5,100+,0,0,1.0
10103674372811,格力（GREE）KFR-35GW/NhGe3B,//item.jd.com/10103674372811.html,格力空调恒丰专卖店,2449.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,27,5,5,0,0,1.0
10035900431066,三菱（Mitsubishi）KFR-26GW/QGVD5WBp,//item.jd.com/10035900431066.html,三菱重工空调旗舰店,3099.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，可拆洗,#,#,#,#,#,#,三菱（Mitsubishi）,#,#,#,#,#,500+,5,200+,2,3,0.98
10028512046855,科龙（KELON）KFR-72LW/GK7C-X3,//item.jd.com/10028512046855.html,盛元家电官方旗舰店,3899.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,3匹,自清洁,#,#,#,#,#,#,科龙（KELON）,#,#,#,#,#,2000+,5,900+,5,6,0.98
10074858992495,志高（CHIGO）KFR-72LW/X3A-58,//item.jd.com/10074858992495.html,志高美旭专卖店,4199.00,键控/遥控,三级能效,定频,无,立柜式,冷暖,大3匹,智能调节，无风感，可拆洗,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,200+,5,80+,1,0,0.98
10109234303312,MIDEA美的空调 新一级能效全直流变频冷暖节能空调智能空调挂机风尊制冷 【大1匹单冷】 适用10-15m 不带安装,//item.jd.com/10109234303312.html,达达家电拼购店,1358.00,#,一级能效,变频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
10081079539108,海尔（Haier）KF-26G/MCA75,//item.jd.com/10081079539108.html,海尔健康空调旗舰店,2049.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1.5匹,独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,1000+,5,600+,2,2,0.99
10098342325991,美的（Midea）KFR-72LW/BDN8Y-YH200(1)A,//item.jd.com/10098342325991.html,美的厨房空调旗舰店,5599.00,键控/遥控，APP操控,一级能效,变频,#,立柜式,冷暖,大3匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2000+,5,2800+,5,9,0.99
10068735645648,荣事达（Royalstar）KFRd-26GW/RACL10+B5,//item.jd.com/10068735645648.html,乐彩电器专营店,1249.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,100+,4,10+,0,2,0.84
10058480757810,申花（SHENHUA）KFRd-72LW/D1-DB,//item.jd.com/10058480757810.html,酷潮电器专营店,2699.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,大2匹,独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,2000+,5,1300+,4,30+,0.97
10061969019843,小米（MI）KFR-50G/N1A3,//item.jd.com/10061969019843.html,小米鲸视专卖店,2049.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,2匹,自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,1000+,5,600+,4,10+,0.97
10102417417118,AMCOR1.5匹一级能效变频,//item.jd.com/10102417417118.html,AMCOR电器旗舰店,1398.00,键控/遥控,一级能效,变频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,大1.5匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,71,5,10+,0,1,0.92
10106773746528,志高（CHIGO）KFR-35GW/G1C(BP)-05,//item.jd.com/10106773746528.html,志高空调旗舰店,1799.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1000+,5,200+,1,1,0.99
10066170501816,格力（GREE）KFR-26GW/NhGd1B,//item.jd.com/10066170501816.html,格力董明珠店25号店,2219.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,大1匹,自清洁，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,1万+,5,2600+,20+,40+,0.97
10048106694102,美博（MBO）空调 单冷挂机 新能效 节能 家用 卧室 客厅 出租房 自清洁 除湿 静音 定频 商用 壁挂式  包安装 3匹单冷 含安装,//item.jd.com/10048106694102.html,呈虹电器专营店,3399.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,3匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,500+,5,200+,3,8,0.95
10104303118698,双鹿KF-26GW/DBPA+S1(F),//item.jd.com/10104303118698.html,双鹿空调旗舰店,1199.00,键控/遥控,一级能效,变频,无,壁挂式,单冷,1匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,双鹿,#,#,#,#,#,100+,5,100+,0,2,0.98
10047306286030,申花（SHENHUA）KFRd-72LW/D1-DB,//item.jd.com/10047306286030.html,酷潮电器专营店,3199.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,大3匹,独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,2000+,5,1300+,4,30+,0.97
10103382230024,美的（Midea）柜机,//item.jd.com/10103382230024.html,美的中投专卖店,500.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大1匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,34,5,0,0,0,1.0
10028508491359,富士通（FUJITSU）ASQG24KMCA,//item.jd.com/10028508491359.html,富士通空调旗舰店,7649.00,键控/遥控,二级能效,变频,无,壁挂式,冷暖,3匹,静音设计，可拆洗,#,#,#,#,#,#,富士通（FUJITSU）,#,#,#,#,#,500+,5,200+,2,4,0.97
10102151766801,MOTTOLEKFRD-50GW/BPE1-N1,//item.jd.com/10102151766801.html,乐家节能电器小店,4099.00,#,一级能效,变频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,MOTTOLE,#,#,#,#,#,52,5,20+,0,1,0.95
10068923669141,奥克斯（AUX）KFR-51L/BpR3AQE1(B1),//item.jd.com/10068923669141.html,奥克斯君博皖专卖店,3995.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,大3匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1000+,5,600+,1,0,0.99
10035918545896,三菱（Mitsubishi）KFR-35GW/AHV1Bp,//item.jd.com/10035918545896.html,三菱重工空调旗舰店,5299.00,键控/遥控,一级能效,变频,无，抗菌，除菌,壁挂式,冷暖,1.5匹,智能调节，静音设计，可拆洗,#,#,#,#,#,#,三菱（Mitsubishi）,#,#,#,#,#,100+,5,50+,1,1,0.96
100100469133,本巴KFR-26GW/DN2-FG(5)A-BA,//item.jd.com/100100469133.html,本巴空调京喜专区,1369.00,键控/遥控,五级能效,定频,抗菌,壁挂式,冷暖,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,本巴,#,#,#,#,舒适风,1000+,5,500+,4,20+,0.95
10072724950134,申花KFRd35GW/A921DB,//item.jd.com/10072724950134.html,酷达（宁波）电器专营店,1069.00,键控/遥控,五级能效,定频,抗菌，除菌,壁挂式,单冷,大1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,2000+,5,1200+,10+,60+,0.94
100091733621,米家KFR-26GW/S1A1,//item.jd.com/100091733621.html,京东电器合肥自营旗舰店,#,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁,#,#,#,#,#,#,米家,#,#,#,#,#,1万+,5,3300+,10+,80+,0.97
10102874953222,美菱（MeiLing）KFR-35GW/MKW1C1,//item.jd.com/10102874953222.html,sonxia家用电器经营部,1814.00,#,三级能效,变频,#,壁挂式,#,#,#,#,#,#,#,#,#,美菱（MeiLing）,#,#,#,#,#,100+,5,30+,0,0,1.0
100091837270,格力KFR-26GW/NhGe1B,//item.jd.com/100091837270.html,京东电器自营官方旗舰店,2499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5000+,5,1400+,10+,40+,0.95
10101499361767,AMCOR空调1.5匹一级能效变频冷暖空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 大1.5匹 一级能效 【冷暖变频】限购【全铜管】 自行安装,//item.jd.com/10101499361767.html,AMCOR电器旗舰店,1368.00,键控/遥控,一级能效,变频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,大1.5匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,5000+,5,1500+,10+,50+,0.95
10072724950158,申花KFRd35GW/A921DB,//item.jd.com/10072724950158.html,酷达（宁波）电器专营店,2799.00,键控/遥控,五级能效,定频,抗菌，除菌,壁挂式,单冷,大3匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,500+,5,100+,5,6,0.92
10096652176815,格力（GREE）KFR-50LW/NhGh3B,//item.jd.com/10096652176815.html,格力空调官方旗舰店,6199.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,100+,5,50+,0,0,1.0
10096965028427,美的（Midea）CKF-35XW/BN8Y-XD200,//item.jd.com/10096965028427.html,美的厨房空调旗舰店,3599.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,单冷,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,100+,5,50+,0,0,1.0
10100224752420,申花KF-51LW/H2-3SH(BpR3),//item.jd.com/10100224752420.html,酷达（宁波）电器专营店,2799.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大2匹,#,#,#,#,#,#,#,申花,#,#,#,#,#,17,3,2,0,2,0.5
10075515140100,格力（GREE）KFR-35GW/NhGc1B,//item.jd.com/10075515140100.html,格力董明珠店28号店,2699.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,1万+,5,2800+,20+,90+,0.95
10071698623236,海尔（Haier）KFR-72LW/03LKB81TU1,//item.jd.com/10071698623236.html,海尔泛舟专卖店,5699.00,键控/遥控，APP操控,一级能效,变频,除菌，银离子抗菌滤网,立柜式,冷暖,3匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,2万+,5,1.8万+,30+,60+,0.99
10101495188597,美菱（MeiLing）KFR-35GW/MKW1C1,//item.jd.com/10101495188597.html,sonxia家用电器经营部,1903.00,#,一级能效,变频,#,壁挂式,#,#,#,#,#,#,#,#,#,美菱（MeiLing）,#,#,#,#,#,100+,5,30+,0,0,1.0
10101372508946,格力（GREE）KFR-26GW/NhGd3B,//item.jd.com/10101372508946.html,格力格力物联专卖店,2449.00,键控/遥控,三级能效,变频,#,壁挂式,冷暖,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,24,5,7,0,0,1.0
100015921011,美的KFR-35GW/N8XHC1 II,//item.jd.com/100015921011.html,京东电器超级体验店重庆店（自营）,2299.00,键控/遥控，APP操控,一级能效,变频,抗菌，银离子抗菌滤网,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,1万+,5,9700+,20+,40+,0.99
100071101409,奥克斯KFR-51LW/BpR3CPA1(B3),//item.jd.com/100071101409.html,奥克斯空调京喜直营专区,2999.00,键控/遥控,三级能效,变频,抗菌,立柜式,冷暖,大2匹,自清洁，独立除湿,#,#,#,#,#,#,奥克斯,#,#,#,#,#,200+,5,100+,0,4,0.97
10070387589127,美的（Midea）KFR-35GW/N8KS1-1 ,//item.jd.com/10070387589127.html,美的空调北京旗舰店,2099.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5000+,5,4600+,10+,30+,0.99
10029955779026,TCL大1匹单冷挂机卧室小空调壁挂式小型节能家用定频挂式制冷速冷 大1匹 五级能效 单冷挂机,//item.jd.com/10029955779026.html,TCL添越专卖店,1459.00,#,#,定频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,TCL,#,#,#,#,#,500+,5,300+,1,5,0.98
10108599489447,菱昊KC-26/01TS,//item.jd.com/10108599489447.html,菱昊空调旗舰店,2588.00,键控/遥控,三级能效,定频,#,立柜式,单冷,1.5匹,#,#,#,#,#,#,#,菱昊,#,#,#,#,#,1,5,0,0,0,1.0
10101509233959,格力（GREE）KFR-26GW/NhAe1BAj,//item.jd.com/10101509233959.html,格力格力物联专卖店,2999.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,100+,5,30+,0,0,1.0
10042964426240,荣事达（Royalstar）KFRD-35GW-RBCL12+B5,//item.jd.com/10042964426240.html,沃旋电器专营店,999.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,100+,5,20+,0,3,0.9
10074129546214,美的（Midea）KFR-35GW/BDN8Y-PH200(1)A,//item.jd.com/10074129546214.html,美的杭州大家电旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,大1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,200+,5,200+,0,0,1.0
100034150888,美的KFR-26GW/BDN8Y-FA200,//item.jd.com/100034150888.html,美的京东自营官方旗舰店,3699.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5万+,5,5.6万+,100+,200+,0.99
100067410419,志高KF-26GW/B169+A5A,//item.jd.com/100067410419.html,志高空调京喜旗舰店,1499.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1000+,5,200+,2,5,0.97
10033928755578,小米（MI）KFR-35GW/D2A1,//item.jd.com/10033928755578.html,小米云端未来专卖店,2899.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2匹,#,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,2000+,5,700+,3,20+,0.96
10072724950142,申花KFRd35GW/A921DB,//item.jd.com/10072724950142.html,酷达（宁波）电器专营店,2499.00,键控/遥控,五级能效,定频,抗菌，除菌,壁挂式,单冷,大2匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,500+,5,100+,5,6,0.92
10075522682994,乐京空调,//item.jd.com/10075522682994.html,乐京官方旗舰店,1499.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,大1匹,电辅加热，独立除湿，可拆洗,#,#,#,#,#,#,乐京,#,#,#,#,#,2000+,5,3600+,0,2,0.99
10079689901384,奥克斯（AUX）KFR-51LW/BPR3CPA600(B1),//item.jd.com/10079689901384.html,奥克斯空调优选旗舰店,4599.00,键控/遥控,一级能效,变频,银离子抗菌滤网,立柜式,冷暖,大3匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,5500+,10+,50+,0.98
10101312124549,AMCOR空调挂机大1匹1.5匹智能变频冷暖两用定频家用节能挂壁式单冷出租房宿舍巨省电卧室新风空调 大1.5匹 冷暖包含安装【25㎡】凌达压缩机,//item.jd.com/10101312124549.html,合灿电器专营店,1999.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,大1.5匹,新风，独立除湿，可拆洗,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,90+,1,4,0.94
10055228374465,TCLKFRd-35GW/D-STA12Bp(B3),//item.jd.com/10055228374465.html,TCL卓越创通专卖店,1699.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,TCL,#,#,#,#,#,1000+,5,600+,0,7,0.98
10109163209275,奥克斯（AUX）KFR-50GW/BpR3ZAQK(B1),//item.jd.com/10109163209275.html,奥克斯空调套装旗舰店,2998.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,小2匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,0,5,0,0,0,1.0
10102131992139,美的（Midea）KFR-35G/N8KS1-1,//item.jd.com/10102131992139.html,美的汇尊专卖店,2199.00,APP操控,一级能效,变频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,24,5,10+,0,0,1.0
10082898653303,飞利浦（PHILIPS）Ab1,//item.jd.com/10082898653303.html,飞利浦(PHILIPS)空调旗舰店,4199.00,键控/遥控,一级能效,变频,抗菌，除菌，VP-过滤网,壁挂式,冷暖,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,飞利浦（PHILIPS）,#,#,#,#,#,0,5,0,0,0,1.0
10026381658446,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/10026381658446.html,奥克斯君博皖专卖店,1810.00,键控/遥控,一级能效,变频,抗菌，除菌，VP-过滤网,壁挂式,冷暖,1.5匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,200+,5,100+,0,2,0.98
10103153842391,新飞KFR-25GW/A11F11-3,//item.jd.com/10103153842391.html,新飞空调官方旗舰店,1399.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,新飞,#,#,#,#,#,5000+,5,1500+,10+,50+,0.95
10097663758397,海尔（Haier）KFR-35GW/05LKG81TU1,//item.jd.com/10097663758397.html,海尔智能空调旗舰店,1799.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,电辅加热，自清洁，可拆洗,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,200+,5,100+,1,2,0.98
10048466820464,海尔（Haier）KRF-35G/KEA81U1,//item.jd.com/10048466820464.html,诚信达民电器专营店,3599.00,键控/遥控，APP操控,一级能效,变频,除菌,壁挂式,冷暖,小2匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,1000+,5,600+,2,0,0.99
10058952691950,格力（GREE）KFR-26GW/NhGc3B,//item.jd.com/10058952691950.html,格力董明珠店33号店,2249.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,200+,5,100+,0,3,0.97
10055721003197,菱昊（LINGHAO）电梯空调一体机空调无水单冷1P冷暖1.5匹无滴水制冷观光客梯货梯轿厢空调 3.0版大1P冷/暖(一体无水)带发票,//item.jd.com/10055721003197.html,琦依舍空调专营店,2288.00,键控/遥控,三级能效,定频,无,立柜式,单冷,1匹,智能调节,#,#,#,#,#,#,菱昊（LINGHAO）,#,#,#,#,#,100+,5,40+,0,0,1.0
10098007556077,YAIR方柜,//item.jd.com/10098007556077.html,扬子空调旗舰店,5099.00,键控/遥控,三级能效,变频,无,立柜式,单冷,3匹,智能调节，独立除湿,#,#,#,#,#,#,YAIR,#,#,#,#,#,200+,5,100+,2,1,0.97
10044188881391,美的（Midea） KFR-35GW/N8XHC1 Ⅱ,//item.jd.com/10044188881391.html,美的益美大家电旗舰店,2799.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,大1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2000+,5,2400+,4,10+,0.99
100097469756,松下CS-CA50K410N,//item.jd.com/100097469756.html,松下电器（panasonic）空调京东自营旗舰店,6698.00,键控/遥控,一级能效,变频,除菌,壁挂式,冷暖,2匹,自清洁,#,#,#,#,#,#,松下（Panasonic）,#,#,#,#,#,500+,5,400+,1,6,0.98
100088751101,松下CS-ZY35K410,//item.jd.com/100088751101.html,松下电器（panasonic）空调京东自营旗舰店,3998.00,键控/遥控，APP操控,一级能效,变频,除菌,壁挂式,冷暖,1.5匹,电辅加热，自清洁,#,#,#,#,#,#,松下（Panasonic）,#,#,#,#,#,5000+,5,3800+,10+,40+,0.98
10106555073637,格力（GREE）KFR-35GW/(35504)FNhAa-B1,//item.jd.com/10106555073637.html,格力空调旗舰店,2599.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,2000+,5,200+,2,5,0.97
100107058408,日立KFR-35GW/BpDEC,//item.jd.com/100107058408.html,日立空调京东自营旗舰店,3899.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,日立（HITACHI）,#,#,#,#,#,500+,5,300+,0,1,0.99
100074020357,创维KFR-51LW/V3AA1A-N3CA,//item.jd.com/100074020357.html,创维空调京东自营旗舰店,3099.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,大2匹,无风感,#,#,#,#,#,#,创维,#,#,#,#,#,2000+,5,1100+,1,3,0.99
10091507931193,美博 MBOKFRD-26GW/BPY1-N1,//item.jd.com/10091507931193.html,美博 MBO空调旗舰店,1799.00,键控/遥控,#,变频,无,壁挂式,冷暖,#,自清洁，独立除湿,#,#,#,#,#,#,美博 MBO,#,#,#,#,#,33,5,10+,0,0,1.0
10106498494658,CHANG CHENG【一级能效】空调1.5匹冷暖家用出租房卧室壁挂式舒适节能变频空调挂机 1.5匹 一级能效 单冷 不带安装,//item.jd.com/10106498494658.html,晶宇家用电器专营店,1329.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,5匹,#,#,#,#,#,#,#,長城（CHANG CHENG）,#,#,#,#,#,100+,5,100+,0,2,0.98
10045163033560,海尔（Haier）KF-26G/MCA75,//item.jd.com/10045163033560.html,海尔隆阳专卖店,2299.00,键控/遥控,三级能效,变频,银离子抗菌滤网,壁挂式,冷暖,1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,5000+,5,3100+,10+,20+,0.98
10104862781812,小米（MI）KFR-26GW/V1,//item.jd.com/10104862781812.html,小米中大云商专卖店,1899.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,自清洁,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,200+,5,100+,0,3,0.97
10094043557810,格力（GREE）KFR-50LW/NhGm3BAj,//item.jd.com/10094043557810.html,格力董明珠店15号店,4599.00,键控/遥控,三级能效,变频,除菌,立柜式,冷暖,2匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,100+,5,20+,1,1,0.93
100019099318,海尔KFR-72LW/06KCA83U1,//item.jd.com/100019099318.html,海尔京东自营旗舰店,5099.00,APP操控,三级能效,变频,抗菌,立柜式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,舒适风,10万+,5,10万+,100+,300+,0.99
